trade_code,lane_code,vessel_code,voyage_number,direction,vessel_capacity,reefer_capacity
AAA,AAA,V003,0000,E,20000,2000
AAA,AAA,V004,0000,E,20000,2000
AAA,AAA,V005,0000,E,20000,2000
AAA,AAA,V007,0000,E,18000,1800
AAA,AAA,V008,0000,E,18000,1800
AAA,AAA,V015,0000,E,20000,2000
AAA,AAA,V016,0000,E,20000,2000
AAA,AAA,V017,0000,E,18000,1800
AAA,AAA,V019,0000,E,18000,1800
AAA,AAA,V022,0000,E,18000,1800
AAA,AAA,V025,0000,E,20000,2000
AAA,AAA,V027,0000,E,18000,1800
AAA,AAA,V029,0000,E,18000,1800
AAA,AAA,V031,0000,E,18000,1800
AAA,AAA,V032,0000,E,18000,1800
AAA,AAA,V033,0000,E,20000,2000
AAA,AAA,V035,0000,E,20000,2000
AAA,AAA,V037,0000,E,20000,2000
AAA,AAA,V038,0000,E,20000,2000
AAA,AAA,V039,0000,E,18000,1800
AAA,AAA,V040,0000,E,20000,2000
AAA,AAA,V042,0000,E,20000,2000
AAA,AAA,V044,0000,E,18000,1800
AAA,AAA,V046,0000,E,18000,1800
AAA,AAA,V048,0000,E,18000,1800
AAA,AAA,V050,0000,E,18000,1800
AAA,AAA,V051,0000,E,18000,1800
AAA,AAA,V052,0000,E,18000,1800
AAA,AAA,V054,0000,E,15000,1500
AAA,AAA,V055,0000,E,15000,1500
AAA,AAA,V056,0000,E,15000,1500
AAA,AAA,V057,0000,E,15000,1500
AAA,AAA,V058,0000,E,15000,1500
AAA,AAA,V059,0000,E,20000,2000
AAA,AAA,V060,0000,E,20000,2000
AAA,AAA,V061,0000,E,20000,2000
EAT,BH2,GCLT,0134,E,2100,398
EAT,BH2,GCLT,0134,W,2100,398
EAT,BH2,GCLT,0135,E,2100,398
EAT,BH2,GCLT,0135,W,2100,398
EAT,BH2,GCLT,0136,E,2100,398
EAT,BH2,GCLT,0136,W,2100,398
EAT,BH2,GCLT,0137,E,2100,398
EAT,BH2,GCLT,0137,W,2100,398
EAT,BH2,GCLT,0138,E,2100,398
EAT,BH2,GCLT,0138,W,2100,398
EAT,BH2,GCLT,0139,E,2100,398
EAT,BH2,GCLT,0139,W,2100,398
EAT,BH2,GCLT,0140,E,2100,398
EAT,BH2,GCLT,0140,W,2100,398
EAT,BH2,GCLT,0141,E,2100,398
EAT,BH2,GCLT,0141,W,2100,398
EAT,BH2,GCLT,0142,E,2100,398
EAT,BH2,GCLT,0142,W,2100,398
EAT,BH2,GCLT,0143,E,2100,398
EAT,BH2,GCLT,0143,W,2100,398
EAT,BH2,GCLT,0144,E,2100,398
EAT,BH2,GCLT,0144,W,2100,398
EAT,BH2,GCLT,0145,E,2100,398
EAT,BH2,GCLT,0145,W,2100,398
EAT,BH2,GCLT,0146,E,2100,398
EAT,BH2,GCLT,0146,W,2100,398
EAT,BH2,GCLT,0147,E,2100,398
EAT,BH2,GCLT,0147,W,2100,398
EAT,BH2,GCLT,0148,E,2100,398
EAT,BH2,GCLT,0148,W,2100,398
EAT,BH2,GCLT,0149,E,2100,398
EAT,BH2,GCLT,0149,W,2100,398
EAT,BH2,GCLT,0150,E,2100,398
EAT,BH2,GCLT,0150,W,2100,398
EAT,BH2,GCLT,0151,E,2100,398
EAT,BH2,GCLT,0151,W,2100,398
EAT,BH2,GCLT,0152,E,2100,398
EAT,BH2,GCLT,0152,W,2100,398
EAT,BH2,GCLT,0153,E,2100,398
EAT,BH2,GCLT,0153,W,2100,398
EAT,BH2,GCLT,0154,E,2100,398
EAT,BH2,GCLT,0154,W,2100,398
EAT,BH2,GCLT,0155,E,2100,398
EAT,BH2,GCLT,0155,W,2100,398
EAT,BH2,GCLT,0156,E,2100,398
EAT,BH2,GCLT,0156,W,2100,398
EAT,BH2,GCLT,0157,E,2100,398
EAT,BH2,GCLT,0157,W,2100,398
EAT,BH2,GCLT,0158,E,2100,398
EAT,BH2,GCLT,0158,W,2100,398
EAT,BH2,GCLT,0159,E,2100,398
EAT,BH2,GCLT,0159,W,2100,398
EAT,BH2,GCLT,0160,E,2100,398
EAT,BH2,GCLT,0160,W,2100,398
EAT,BH2,GCLT,0161,E,2100,398
EAT,BH2,GCLT,0161,W,2100,398
EAT,BH2,GCLT,0162,E,2100,398
EAT,BH2,GCLT,0162,W,2100,398
EAT,BH2,GCLT,0163,E,2100,398
EAT,BH2,GCLT,0163,W,2100,398
EAT,BH2,GCLT,0164,E,2100,398
EAT,BH2,GCLT,0164,W,2100,398
EAT,BH2,GCLT,0165,E,2100,398
EAT,BH2,GCLT,0165,W,2100,398
EAT,BH2,GCLT,0166,E,2100,398
EAT,BH2,GCLT,0166,W,2100,398
EAT,BH2,GCLT,0167,E,2100,398
EAT,BH2,GCLT,0167,W,2100,398
EAT,CIM,NDLT,0153,N,1800,240
EAT,CIM,NDLT,0153,S,1800,240
EAT,CIM,NDLT,0154,N,1800,240
EAT,CIM,NDLT,0154,S,1800,240
EAT,CIM,NDLT,0155,N,1800,240
EAT,CIM,NDLT,0155,S,1800,240
EAT,CIM,NDLT,0156,N,1800,240
EAT,CIM,NDLT,0156,S,1800,240
EAT,CIM,NDLT,0157,N,1800,240
EAT,CIM,NDLT,0157,S,1800,240
EAT,CIM,NDLT,0158,N,1800,240
EAT,CIM,NDLT,0158,S,1800,240
EAT,CIM,NDLT,0159,N,1800,240
EAT,CIM,NDLT,0159,S,1800,240
EAT,CIM,NDLT,0160,N,1800,240
EAT,CIM,NDLT,0160,S,1800,240
EAT,CIM,NDLT,0161,N,1800,240
EAT,CIM,NDLT,0161,S,1800,240
EAT,CIM,NDLT,0162,N,1800,240
EAT,CIM,NDLT,0162,S,1800,240
EAT,CIM,NDLT,0163,S,1800,240
EAT,CIM,SGNT,0040,N,1800,240
EAT,CIM,SGNT,0040,S,1800,240
EAT,CIM,SGNT,0041,N,1800,240
EAT,CIM,SGNT,0041,S,1800,240
EAT,CIM,SGNT,0042,N,1800,240
EAT,CIM,SGNT,0042,S,1800,240
EAT,CIM,SGNT,0043,N,1800,240
EAT,CIM,SGNT,0043,S,1800,240
EAT,CIM,SGNT,0044,N,1800,240
EAT,CIM,SGNT,0044,S,1800,240
EAT,CIM,SGNT,0045,N,1800,240
EAT,CIM,SGNT,0045,S,1800,240
EAT,CIM,SGNT,0046,N,1800,240
EAT,CIM,SGNT,0046,S,1800,240
EAT,CIM,SGNT,0047,N,1800,240
EAT,CIM,SGNT,0047,S,1800,240
EAT,CIM,SGNT,0048,N,1800,240
EAT,CIM,SGNT,0048,S,1800,240
EAT,CIM,SGNT,0049,N,1800,240
EAT,CIM,SGNT,0049,S,1800,240
EAT,CIM,SGNT,0050,N,1800,240
EAT,CIM,SGNT,0050,S,1800,240
EAT,CIM,SGNT,0051,N,1800,240
EAT,CIM,SGNT,0051,S,1800,240
EAT,CIM,TSCT,0037,N,1800,240
EAT,CIM,TSCT,0037,S,1800,240
EAT,CIM,TSCT,0038,N,1800,240
EAT,CIM,TSCT,0038,S,1800,240
EAT,CIM,TSCT,0039,N,1800,240
EAT,CIM,TSCT,0039,S,1800,240
EAT,CIM,TSCT,0040,N,1800,240
EAT,CIM,TSCT,0040,S,1800,240
EAT,CIM,TSCT,0041,N,1800,240
EAT,CIM,TSCT,0041,S,1800,240
EAT,CIM,TSCT,0042,N,1800,240
EAT,CIM,TSCT,0042,S,1800,240
EAT,CIM,TSCT,0043,N,1800,240
EAT,CIM,TSCT,0043,S,1800,240
EAT,CTP,APRT,0282,S,2000,200
EAT,CTP,APRT,0283,N,2000,200
EAT,CTP,APRT,0283,S,2000,200
EAT,CTP,APRT,0284,N,2000,200
EAT,CTP,APRT,0284,S,2000,200
EAT,CTP,APRT,0285,N,2000,200
EAT,CTP,APRT,0285,S,2000,200
EAT,CTP,APRT,0286,N,2000,200
EAT,CTP,APRT,0286,S,2000,200
EAT,CTP,APRT,0287,N,2000,200
EAT,CTP,APRT,0287,S,2000,200
EAT,CTP,APRT,0288,N,2000,200
EAT,CTP,APRT,0288,S,2000,200
EAT,CTP,BSKT,0888,S,2000,200
EAT,CTP,CBDT,0274,S,2000,200
EAT,CTP,CBDT,0275,N,2000,200
EAT,CTP,CBDT,0275,S,2000,200
EAT,CTP,CBDT,0276,N,2000,200
EAT,CTP,CBDT,0276,S,2000,200
EAT,CTP,CBDT,0277,N,2000,200
EAT,CTP,CBDT,0277,S,2000,200
EAT,CTP,CBDT,0278,N,2000,200
EAT,CTP,CBDT,0278,S,2000,200
EAT,CTP,CBDT,0279,N,2000,200
EAT,CTP,CBDT,0279,S,2000,200
EAT,CTP,CBDT,0280,N,2000,200
EAT,CTP,CBDT,0280,S,2000,200
EAT,CTP,CBDT,0281,N,2000,200
EAT,CTP,GEAT,0043,N,2000,200
EAT,CTP,H1WT,0010,N,2000,200
EAT,CTP,H1WT,0010,S,2000,200
EAT,CTP,H1WT,0011,N,2000,200
EAT,CTP,H1WT,0011,S,2000,200
EAT,CTP,H1WT,0012,N,2000,200
EAT,CTP,H1WT,0012,S,2000,200
EAT,CTP,H1WT,0013,N,2000,200
EAT,CTP,H1WT,0013,S,2000,200
EAT,CTP,H1WT,0014,N,2000,200
EAT,CTP,H1WT,0014,S,2000,200
EAT,CTP,H1WT,0015,N,2000,200
EAT,CTP,H1WT,0015,S,2000,200
EAT,CTP,H1WT,0016,N,2000,200
EAT,CTP,H1WT,0016,S,2000,200
EAT,CTP,H1WT,1009,N,2000,200
EAT,CTP,H1WT,1009,S,2000,200
EAT,CTP,LRLT,0003,N,2000,200
EAT,CTP,LRLT,0003,S,2000,200
EAT,CTP,LRLT,0004,N,2000,200
EAT,CTP,LRLT,0004,S,2000,200
EAT,CTP,LRLT,0005,N,2000,200
EAT,CTP,LRLT,0005,S,2000,200
EAT,CTP,LRLT,0006,N,2000,200
EAT,CTP,LRLT,0006,S,2000,200
EAT,CTP,LRLT,0007,N,2000,200
EAT,CTP,LRLT,0007,S,2000,200
EAT,CTP,LRLT,0008,N,2000,200
EAT,CTP,LRLT,0008,S,2000,200
EAT,CTP,LRLT,0009,N,2000,200
EAT,CTP,LRLT,0009,S,2000,200
EAT,CTP,LRLT,0010,N,2000,200
EAT,CTP,LRLT,0010,S,2000,200
EAT,CTP,LRLT,0011,N,2000,200
EAT,CTP,LRLT,0011,S,2000,200
EAT,CTP,LRLT,0012,N,2000,200
EAT,CTP,LRLT,0012,S,2000,200
EAT,CTP,LSFT,0213,N,2000,300
EAT,CTP,NEOT,0028,S,2000,200
EAT,CTP,NEOT,0029,N,2000,200
EAT,CTP,NEOT,0029,S,2000,200
EAT,CTP,NEOT,0030,N,2000,200
EAT,CTP,NEOT,0030,S,2000,200
EAT,CTP,NEOT,0031,N,2000,200
EAT,CTP,NEOT,0031,S,2000,200
EAT,CTP,NEOT,0032,N,2000,200
EAT,CTP,NEOT,0032,S,2000,200
EAT,CTP,NEOT,0033,N,2000,200
EAT,CTP,NEOT,0033,S,2000,200
EAT,CTP,NEOT,0034,N,2000,200
EAT,CTP,NEOT,0034,S,2000,200
EAT,CTP,NEOT,0035,N,2000,200
EAT,CTP,NEOT,0035,S,2000,200
EAT,CTP,NEOT,0036,N,2000,200
EAT,CTP,NEOT,0036,S,2000,200
EAT,CTP,NEOT,0037,S,2000,200
EAT,CTP,RCMT,0078,N,2000,200
EAT,CTP,RCMT,0078,S,2000,200
EAT,CTP,RCMT,0079,N,2000,200
EAT,CTP,RCMT,0079,S,2000,200
EAT,CTP,RCMT,0080,N,2000,200
EAT,CTP,RCMT,0080,S,2000,200
EAT,CTP,SRKT,1181,S,2000,200
EAT,CTP,SRKT,1182,N,2000,200
EAT,CTP,SRKT,1182,S,2000,200
EAT,CTP,SRKT,1183,N,2000,200
EAT,CTP,SRKT,1183,S,2000,200
EAT,CTP,SRKT,1184,N,2000,200
EAT,CTP,SRKT,1184,S,2000,200
EAT,CTP,TSCT,0031,S,2000,200
EAT,CTP,TSCT,0032,N,2000,200
EAT,CTP,TSCT,0032,S,2000,200
EAT,CTP,TSCT,0033,N,2000,200
EAT,CTP,TSCT,0033,S,2000,200
EAT,CTP,TSCT,0034,N,2000,200
EAT,CTP,TSCT,0034,S,2000,200
EAT,CTP,TSCT,0035,N,2000,200
EAT,CTP,TSCT,0035,S,2000,200
EAT,CTP,TSCT,0036,N,2000,200
EAT,CTP,TSCT,0036,S,2000,200
EAT,CTP,TUNT,0004,N,2000,200
EAT,CTP,TUNT,0004,S,2000,200
EAT,CTP,TUNT,0005,N,2000,200
EAT,CTP,TUNT,0005,S,2000,200
EAT,CTP,TUNT,0006,N,2000,200
EAT,CTP,TUNT,0006,S,2000,200
EAT,CTP,TUNT,0007,N,2000,200
EAT,CTP,TUNT,0007,S,2000,200
EAT,CTP,TUNT,0008,N,2000,200
EAT,CTP,TUNT,0008,S,2000,200
EAT,CTP,TUNT,0009,N,2000,200
EAT,CTP,TUNT,0009,S,2000,200
EAT,CTP,TUNT,0010,N,2000,200
EAT,CTP,TUNT,0010,S,2000,200
EAT,CTP,TUNT,0011,N,2000,200
EAT,CTP,TUNT,0011,S,2000,200
EAT,CTP,TUNT,0012,N,2000,200
EAT,CTP,TUNT,0012,S,2000,200
EAT,CTP,TUNT,0013,S,2000,200
EAT,CTP,TUNT,0017,N,2000,200
EAT,CTP,TUNT,0017,S,2000,200
EAT,CTP,TUNT,0018,N,2000,200
EAT,CTP,TUNT,0018,S,2000,200
EAT,CTP,TUNT,0019,N,2000,200
EAT,CTP,TUNT,0019,S,2000,200
EAT,CTP,TUNT,0020,N,2000,200
EAT,CTP,TUNT,0020,S,2000,200
EAT,CTP,TUNT,0021,N,2000,200
EAT,CTP,TUNT,0021,S,2000,200
EAT,CTP,TUNT,0022,N,2000,200
EAT,CTP,TUNT,0022,S,2000,200
EAT,CTP,XCLT,0318,N,2000,200
EAT,CTP,XLHT,0037,N,2000,200
EAT,CTP,XLHT,0037,S,2000,200
EAT,CTP,XLHT,0038,N,2000,200
EAT,CTP,XLHT,0038,S,2000,200
EAT,CTP,XLHT,0039,N,2000,200
EAT,CTP,XLHT,0039,S,2000,200
EAT,CTP,XLHT,0040,N,2000,200
EAT,CTP,XLHT,0040,S,2000,200
EAT,HAS,STYT,0237,E,650,65
EAT,HAS,STYT,0237,W,650,65
EAT,HAS,STYT,0243,E,650,65
EAT,HAS,STYT,0243,W,650,65
EAT,IAE,BCBT,0808,E,0,0
EAT,IAE,BCBT,0808,W,0,0
EAT,IAE,BFHT,0002,E,1800,200
EAT,IAE,BFHT,0002,W,1800,200
EAT,IAE,FLNT,0936,N,1800,200
EAT,IAE,FLNT,0936,S,1800,200
EAT,IAE,ICLT,0152,E,0,0
EAT,IAE,ICLT,0152,W,0,0
EAT,IAE,LRLT,0001,N,1800,200
EAT,IAE,LRLT,0003,N,1800,200
EAT,IAE,ORPT,0666,S,0,0
EAT,IAE,SOKT,0025,N,1800,200
EAT,IAE,STYT,0003,W,1800,200
EAT,IAE,STYT,0008,N,1800,200
EAT,IAE,STYT,0008,S,1800,200
EAT,IAE,USNT,0021,N,1000,100
EAT,IAE,USNT,0021,S,1000,100
EAT,JID,ARET,0122,N,1000,100
EAT,JID,ARET,0122,S,1000,100
EAT,JID,ARET,0123,N,1000,100
EAT,JID,ARET,0123,S,1000,100
EAT,JID,ARET,0124,N,1000,100
EAT,JID,ARET,0124,S,1000,100
EAT,JID,ARET,0125,N,1000,100
EAT,JID,ARET,0125,S,1000,100
EAT,JID,ARET,0126,N,1000,100
EAT,JID,ARET,0126,S,1000,100
EAT,JID,ARET,0127,N,1000,100
EAT,JID,ARET,0127,S,1000,100
EAT,JID,ARET,0128,N,1000,100
EAT,JID,ARET,0128,S,1000,100
EAT,JID,ARET,0129,N,1000,100
EAT,JID,ARET,0129,S,1000,100
EAT,JID,ARET,0130,N,1000,100
EAT,JID,ARET,0130,S,1000,100
EAT,JID,BFGT,0002,N,1000,100
EAT,JID,BFGT,0003,N,1000,100
EAT,JID,BFGT,0003,S,1000,100
EAT,JID,BFGT,0004,N,1000,100
EAT,JID,BFGT,0004,S,1000,100
EAT,JID,BFGT,0005,N,1000,100
EAT,JID,BFGT,0005,S,1000,100
EAT,JID,BHHT,0024,N,1000,100
EAT,JID,BHHT,0024,S,1000,100
EAT,JID,BHHT,0025,N,1000,100
EAT,JID,BHHT,0025,S,1000,100
EAT,JID,BHHT,0026,N,1000,100
EAT,JID,BHHT,0026,S,1000,100
EAT,JID,BHHT,0027,N,1000,100
EAT,JID,BHHT,0027,S,1000,100
EAT,JID,BKGT,0191,N,300,330
EAT,JID,BKGT,0191,S,300,330
EAT,JID,BKGT,0192,N,300,330
EAT,JID,BKGT,0192,S,300,330
EAT,JID,BKGT,0193,N,300,330
EAT,JID,BKGT,0193,S,300,330
EAT,JID,BKGT,0194,N,300,330
EAT,JID,BKGT,0194,S,300,330
EAT,JID,BKGT,0195,N,300,330
EAT,JID,BKGT,0195,S,300,330
EAT,JID,BKGT,0196,N,300,330
EAT,JID,BKGT,0196,S,300,330
EAT,JID,BKGT,0197,S,300,330
EAT,JID,DIYT,0252,N,1000,100
EAT,JID,DIYT,0252,S,1000,100
EAT,JID,DIYT,0253,N,1000,100
EAT,JID,DIYT,0253,S,1000,100
EAT,JID,DIYT,0254,N,1000,100
EAT,JID,DIYT,0254,S,1000,100
EAT,JID,DIYT,0255,N,1000,100
EAT,JID,DIYT,0255,S,1000,100
EAT,JID,DIYT,0256,N,1000,100
EAT,JID,DIYT,0256,S,1000,100
EAT,JID,DIYT,0257,N,1000,100
EAT,JID,DIYT,0257,S,1000,100
EAT,JID,LOVT,0027,N,2800,12
EAT,JID,LOVT,0027,S,2800,12
EAT,JID,LOVT,0028,N,2800,12
EAT,JID,LOVT,0028,S,2800,12
EAT,JID,LOVT,0029,N,2800,12
EAT,JID,LOVT,0029,S,2800,12
EAT,JID,LOVT,0030,N,2800,12
EAT,JID,LOVT,0030,S,2800,12
EAT,JID,LOVT,0031,N,2800,12
EAT,JID,LOVT,0031,S,2800,12
EAT,JID,LOVT,0032,N,2800,12
EAT,JID,LOVT,0032,S,2800,12
EAT,JID,LOVT,0033,N,2800,12
EAT,JID,LOVT,0033,S,2800,12
EAT,JID,LOVT,0034,N,2800,12
EAT,JID,LOVT,0034,S,2800,12
EAT,JID,LOVT,0035,N,2800,12
EAT,JID,LOVT,0035,S,2800,12
EAT,JID,LOVT,0036,N,2800,12
EAT,JID,LOVT,0036,S,2800,12
EAT,JID,LOVT,0037,N,2800,12
EAT,JID,LOVT,0037,S,2800,12
EAT,JID,LOVT,0038,N,2800,12
EAT,JID,LOVT,0038,S,2800,12
EAT,JID,LOVT,0038,W,2800,12
EAT,JID,MXPT,0085,N,3800,330
EAT,JID,MXPT,0085,S,3800,330
EAT,JID,MXPT,0086,N,3800,330
EAT,JID,MXPT,0086,S,3800,330
EAT,JID,MXPT,0087,N,3800,330
EAT,JID,MXPT,0087,S,3800,330
EAT,JID,MXPT,0088,N,3800,330
EAT,JID,MXPT,0088,S,3800,330
EAT,JID,MXPT,0090,N,3800,330
EAT,JID,MXPT,0090,S,3800,330
EAT,JID,MXPT,0091,S,3800,330
EAT,JID,NDDT,0096,N,1000,100
EAT,JID,NDDT,0096,S,1000,100
EAT,JID,NDDT,0097,N,1000,100
EAT,JID,NDDT,0097,S,1000,100
EAT,JID,NDDT,0098,N,1000,100
EAT,JID,NDDT,0098,S,1000,100
EAT,JID,NDDT,0099,N,1000,100
EAT,JID,NDDT,0099,S,1000,100
EAT,JID,NDDT,0100,N,1000,100
EAT,JID,NDDT,0100,S,1000,100
EAT,JID,NDDT,0101,N,1000,100
EAT,JID,NDDT,0101,S,1000,100
EAT,JID,NDDT,0102,N,1000,100
EAT,JID,NDDT,0102,S,1000,100
EAT,JID,NDDT,0103,N,1000,100
EAT,JID,NDDT,0103,S,1000,100
EAT,JID,NGOT,0015,N,1000,100
EAT,JID,NGOT,0016,N,1000,100
EAT,JID,NGOT,0016,S,1000,100
EAT,JID,NGOT,0017,N,1000,100
EAT,JID,NGOT,0017,S,1000,100
EAT,JID,NGOT,0018,N,1000,100
EAT,JID,NGOT,0018,S,1000,100
EAT,JID,NGOT,0019,N,1000,100
EAT,JID,NGOT,0019,S,1000,100
EAT,JID,NGOT,0020,N,1000,100
EAT,JID,NGOT,0020,S,1000,100
EAT,JID,NGOT,0021,N,1000,100
EAT,JID,NGOT,0021,S,1000,100
EAT,JID,NGOT,0022,N,1000,100
EAT,JID,NGOT,0022,S,1000,100
EAT,JID,NGOT,0023,N,1000,100
EAT,JID,NGOT,0023,S,1000,100
EAT,JID,NGOT,0024,N,1000,100
EAT,JID,NGOT,0024,S,1000,100
EAT,JID,NGOT,0025,N,1000,100
EAT,JID,NGOT,0025,S,1000,100
EAT,JID,NGOT,0026,N,1000,100
EAT,JID,NGOT,0026,S,1000,100
EAT,JID,NGOT,0027,N,1000,100
EAT,JID,NGOT,0027,S,1000,100
EAT,JID,NGOT,0028,N,1000,100
EAT,JID,NGOT,0028,S,1000,100
EAT,JID,NGOT,0029,N,1000,100
EAT,JID,NGOT,0029,S,1000,100
EAT,JID,NGOT,0030,N,1000,100
EAT,JID,NGOT,0030,S,1000,100
EAT,JID,SIKT,0001,N,1000,100
EAT,JID,SIKT,0001,S,1000,100
EAT,JID,SIKT,0002,N,1000,100
EAT,JID,SIKT,0002,S,1000,100
EAT,JID,SIKT,0003,N,1000,100
EAT,JID,SIKT,0003,S,1000,100
EAT,JID,SIKT,0004,N,1000,100
EAT,JID,SIKT,0004,S,1000,100
EAT,JID,SIKT,0005,N,1000,100
EAT,JID,SIKT,0005,S,1000,100
EAT,JID,SIKT,0006,N,1000,100
EAT,JID,SIKT,0006,S,1000,100
EAT,JID,SIKT,0007,N,1000,100
EAT,JID,SIKT,0007,S,1000,100
EAT,JID,SIKT,0008,N,1000,100
EAT,JID,SIKT,0008,S,1000,100
EAT,JID,SIKT,0009,N,1000,100
EAT,JID,SIKT,0009,S,1000,100
EAT,JID,SIKT,0010,N,1000,100
EAT,JID,SIKT,0010,S,1000,100
EAT,JID,SIKT,0011,N,1000,100
EAT,JID,SIKT,0011,S,1000,100
EAT,JID,SIKT,0012,N,1000,100
EAT,JID,SIKT,0012,S,1000,100
EAT,JID,SIKT,0013,N,1000,100
EAT,JID,SIKT,0013,S,1000,100
EAT,JID,SIKT,0014,N,1000,100
EAT,JID,SIKT,0014,S,1000,100
EAT,JID,SIKT,0015,N,1000,100
EAT,JID,SIKT,0015,S,1000,100
EAT,JID,SIKT,0016,N,1000,100
EAT,JID,SIKT,0016,S,1000,100
EAT,JID,SIKT,0017,N,1000,100
EAT,JID,SIKT,0017,S,1000,100
EAT,JID,SNKT,0118,N,2800,300
EAT,JID,SNKT,0118,S,2800,300
EAT,JID,SNKT,0119,N,2800,300
EAT,JID,SNKT,0119,S,2800,300
EAT,JID,SNKT,0120,E,2800,300
EAT,JID,SNKT,0120,N,2800,300
EAT,JID,SNKT,0120,S,2800,300
EAT,JID,SNKT,0121,N,2800,300
EAT,JID,SNKT,0121,S,2800,300
EAT,JID,STYT,0005,N,1000,100
EAT,JID,STYT,0005,S,1000,100
EAT,JID,STYT,0006,N,1000,100
EAT,JID,STYT,0006,S,1000,100
EAT,JID,VTAT,0136,N,1000,100
EAT,JID,VTAT,0136,S,1000,100
EAT,JID,VTAT,0137,N,1000,100
EAT,JID,VTAT,0137,S,1000,100
EAT,JID,VTAT,0138,N,1000,100
EAT,JID,VTAT,0138,S,1000,100
EAT,JID,VTAT,0139,N,1000,100
EAT,JID,VTAT,0139,S,1000,100
EAT,JID,VTAT,0140,N,1000,100
EAT,JID,VTAT,0140,S,1000,100
EAT,JID,VTAT,0141,N,1000,100
EAT,JID,VTAT,0141,S,1000,100
EAT,JID,VTAT,0142,N,1000,100
EAT,JID,VTAT,0142,S,1000,100
EAT,JID,VTAT,0143,N,1000,100
EAT,JID,VTAT,0143,S,1000,100
EAT,JK1,CNFT,0195,E,900,90
EAT,JK1,CNFT,0195,W,900,90
EAT,JK1,CNFT,0196,E,900,90
EAT,JK1,CNFT,0196,W,900,90
EAT,JK1,CNFT,0197,E,900,90
EAT,JK1,CNFT,0197,W,900,90
EAT,JK1,CNFT,0198,E,900,90
EAT,JK1,CNFT,0198,W,900,90
EAT,JK1,CNFT,0199,E,900,90
EAT,JK1,CNFT,0199,W,900,90
EAT,JK1,CNFT,0200,E,900,90
EAT,JK1,CNFT,0200,W,900,90
EAT,JK1,CNFT,0201,E,900,90
EAT,JK1,CNFT,0201,W,900,90
EAT,JK1,CNFT,0202,E,900,90
EAT,JK1,CNFT,0202,W,900,90
EAT,JK1,CNFT,0203,E,900,90
EAT,JK1,CNFT,0203,W,900,90
EAT,JK1,CNFT,0204,E,900,90
EAT,JK1,CNFT,0204,W,900,90
EAT,JK1,CNFT,0205,E,900,90
EAT,JK1,CNFT,0205,W,900,90
EAT,JK1,CNFT,0206,E,900,90
EAT,JK1,CNFT,0206,W,900,90
EAT,JK1,CNFT,0207,E,900,90
EAT,JK1,CNFT,0207,W,900,90
EAT,JK1,CNFT,0208,E,900,90
EAT,JK1,CNFT,0208,W,900,90
EAT,JK1,CNFT,0209,E,900,90
EAT,JK1,CNFT,0209,W,900,90
EAT,JK1,CNFT,0210,E,900,90
EAT,JK1,CNFT,0210,W,900,90
EAT,JK1,CNFT,0211,E,900,90
EAT,JK1,CNFT,0211,W,900,90
EAT,JK1,CNFT,0212,E,900,90
EAT,JK1,CNFT,0212,W,900,90
EAT,JK1,CNFT,0213,E,900,90
EAT,JK1,CNFT,0213,W,900,90
EAT,JK1,CNFT,0214,E,900,90
EAT,JK1,CNFT,0214,W,900,90
EAT,JK1,CNFT,0215,E,900,90
EAT,JK1,CNFT,0215,W,900,90
EAT,JK1,CNFT,0216,E,900,90
EAT,JK1,CNFT,0216,W,900,90
EAT,JK1,CNFT,0217,E,900,90
EAT,JK1,CNFT,0217,W,900,90
EAT,JK1,CNFT,0218,E,900,90
EAT,JK1,CNFT,0218,W,900,90
EAT,JK1,CNFT,0219,E,900,90
EAT,JK1,CNFT,0219,W,900,90
EAT,JK1,CNFT,0220,E,900,90
EAT,JK1,CNFT,0220,W,900,90
EAT,JK1,CNFT,0221,E,900,90
EAT,JK1,CNFT,0221,W,900,90
EAT,JK1,CNFT,0222,E,900,90
EAT,JK1,CNFT,0222,W,900,90
EAT,JK1,CNFT,0223,E,900,90
EAT,JK1,CNFT,0223,W,900,90
EAT,JK1,CNFT,0224,E,900,90
EAT,JK1,CNFT,0224,W,900,90
EAT,JK1,CNFT,0225,E,900,90
EAT,JK1,CNFT,0225,W,900,90
EAT,JK1,CNFT,0226,E,900,90
EAT,JK1,CNFT,0226,W,900,90
EAT,JK1,CNFT,0227,E,900,90
EAT,JK1,CNFT,0227,W,900,90
EAT,JK1,CNFT,0228,E,900,90
EAT,JK1,CNFT,0228,W,900,90
EAT,JK1,CNFT,0229,E,900,90
EAT,JK1,CNFT,0229,W,900,90
EAT,JK1,CNFT,0230,E,900,90
EAT,JK1,CNFT,0230,W,900,90
EAT,JK1,CNFT,0231,E,900,90
EAT,JK1,CNFT,0231,W,900,90
EAT,JK1,CNFT,0232,E,900,90
EAT,JK1,CNFT,0232,W,900,90
EAT,JK1,CNFT,0233,E,900,90
EAT,JK1,CNFT,0233,W,900,90
EAT,JK1,CNFT,0234,E,900,90
EAT,JK1,CNFT,0234,W,900,90
EAT,JK1,CNFT,0235,E,900,90
EAT,JK1,CNFT,0235,W,900,90
EAT,JK1,CNFT,0236,E,900,90
EAT,JK1,CNFT,0236,W,900,90
EAT,JK1,CNFT,0237,E,900,90
EAT,JK1,CNFT,0237,W,900,90
EAT,JK1,CNFT,0238,E,900,90
EAT,JK1,CNFT,0238,W,900,90
