BSE_YM,BNK_OIL_TP_CD,TRDE_CD,VSL_SVCE_LANE_CD,BNK_PRCE_USD_VAL
202509,MGO,TPT,PN3,684.088
202509,MGO,TPT,PN4,684.088
202509,MGO,TPT,PS3,645.138
202509,MGO,TPT,PS4,714.5
202509,MGO,TPT,PS5,679.535
202509,MGO,TPT,PS6,673
202509,MGO,TPT,PS7,616.012
202509,MGO,WAT,AG1,310.591
202509,MGO,WAT,AG2,645.138
202509,MGO,WAT,AG3,645.138
202509,MGO,WAT,GS2,645.138
202510,LSFO,MET,MD1,493.298
202510,LSFO,MET,MD2,498.908
202510,LSFO,MET,MD3,517.013
202510,LSFO,MET,MD4,567.85
202510,LSFO,MET,MD5,567.85
202510,LSFO,MET,MS2,567.85
202510,LSFO,NET,FE2,467.846
202510,LSFO,NET,FE3,467.846
202510,LSFO,NET,FE4,482.246
202510,LSFO,NET,FP1,471.528
202510,LSFO,NET,FP2,738.391
202510,LSFO,TAT,AL2,492.857
202510,LSFO,TAT,AL3,492.857
202510,LSFO,TAT,AL4,536.9
202510,LSFO,TAT,AL5,487.217
202510,LSFO,TAT,AL6,577.002
202510,LSFO,TAT,AT1,542
202510,LSFO,TAT,AT2,542
202510,LSFO,TAT,AT3,542
202510,LSFO,TAT,AT4,542
202510,LSFO,TPT,EC1,531.848
202510,LSFO,TPT,EC2,560.133
202510,LSFO,TPT,EC3,540.956
202510,LSFO,TPT,EC4,600.841
202510,LSFO,TPT,EC5,501.334
202510,LSFO,TPT,EC6,515.19
202510,LSFO,TPT,FP1,499.174
202510,LSFO,TPT,FP2,738.391
202510,LSFO,TPT,GS2,540.855
202510,LSFO,TPT,MS2,567.85
202510,LSFO,TPT,PN1,548.395
202510,LSFO,TPT,PN2,543.266
202510,LSFO,TPT,PN3,548.756
202510,LSFO,TPT,PN4,574.429
202510,LSFO,TPT,PS3,540.855
202510,LSFO,TPT,PS4,547.26
202510,LSFO,TPT,PS5,980.65
202510,LSFO,TPT,PS6,535.92
202510,LSFO,TPT,PS7,512.99
202510,LSFO,WAT,AG1,350.182
202510,LSFO,WAT,AG2,508.65
202510,LSFO,WAT,AG3,508.65
202510,LSFO,WAT,GS2,540.855
202510,MGO,MET,MD1,616.012
202510,MGO,MET,MD2,616.012
202510,MGO,MET,MD3,616.012
202510,MGO,MET,MD4,567.85
202510,MGO,MET,MD5,567.85
202510,MGO,MET,MS2,567.85
202510,MGO,NET,FE2,618.244
202510,MGO,NET,FE3,618.244
202510,MGO,NET,FE4,628.204
202510,MGO,NET,FP1,618.244
202510,MGO,NET,FP2,1064.096
202510,MGO,TAT,AL2,634.905
202510,MGO,TAT,AL3,634.905
202510,MGO,TAT,AL4,674.1
202510,MGO,TAT,AL5,636.993
202510,MGO,TAT,AL6,783.211
202510,MGO,TAT,AT1,690
202510,MGO,TAT,AT2,690
202510,MGO,TAT,AT3,690
202510,MGO,TAT,AT4,690
202510,MGO,TPT,EC1,649.214
202510,MGO,TPT,EC2,649.214
202510,MGO,TPT,EC3,617.455
202510,MGO,TPT,EC4,779.67
202510,MGO,TPT,EC5,633.851
202510,MGO,TPT,EC6,649.214
202510,MGO,TPT,FP1,637.975
202510,MGO,TPT,FP2,1064.096
202510,MGO,TPT,GS2,645.138
202510,MGO,TPT,MS2,567.85
202510,MGO,TPT,PN1,673
202510,MGO,TPT,PN2,645.138
202510,MGO,TPT,PN3,684.088
202510,MGO,TPT,PN4,684.088
202510,MGO,TPT,PS3,645.138
202510,MGO,TPT,PS4,714.5
202510,MGO,TPT,PS5,679.535
202510,MGO,TPT,PS6,673
202510,MGO,TPT,PS7,616.012
202510,MGO,WAT,AG1,310.591
202510,MGO,WAT,AG2,645.138
202510,MGO,WAT,AG3,645.138
202510,MGO,WAT,GS2,645.138
202511,LSFO,MET,MD1,493.298
202511,LSFO,MET,MD2,498.908
202511,LSFO,MET,MD3,517.013
202511,LSFO,MET,MD4,567.85
202511,LSFO,MET,MD5,567.85
202511,LSFO,MET,MS2,567.85
202511,LSFO,NET,FE2,467.846
202511,LSFO,NET,FE3,467.846
202511,LSFO,NET,FE4,482.246
202511,LSFO,NET,FP1,471.528
202511,LSFO,NET,FP2,738.391
202511,LSFO,TAT,AL5,487.217
202511,LSFO,TAT,AL2,492.857
202511,LSFO,TAT,AL3,492.857
202511,LSFO,TAT,AL4,536.9
202511,LSFO,TAT,AL6,577.002
202511,LSFO,TAT,AT1,542
202511,LSFO,TAT,AT2,542
202511,LSFO,TAT,AT3,542
202511,LSFO,TAT,AT4,542
202511,LSFO,TPT,EC1,531.848
202511,LSFO,TPT,EC2,560.133
202511,LSFO,TPT,EC3,540.956
202511,LSFO,TPT,EC4,600.841
202511,LSFO,TPT,EC5,501.334
202511,LSFO,TPT,EC6,515.19
202511,LSFO,TPT,FP1,499.174
202511,LSFO,TPT,FP2,738.391
202511,LSFO,TPT,GS2,540.855
202511,LSFO,TPT,MS2,567.85
202511,LSFO,TPT,PN1,548.395
202511,LSFO,TPT,PN2,543.266
202511,LSFO,TPT,PN3,548.756
202511,LSFO,TPT,PN4,574.429
202511,LSFO,TPT,PS3,540.855
202511,LSFO,TPT,PS4,547.26
202511,LSFO,TPT,PS5,980.65
202511,LSFO,TPT,PS6,535.92
202511,LSFO,TPT,PS7,512.99
202511,LSFO,WAT,AG1,350.182
202511,LSFO,WAT,AG2,508.65
202511,LSFO,WAT,AG3,508.65
202511,LSFO,WAT,GS2,540.855
202511,MGO,MET,MD1,616.012
202511,MGO,MET,MD2,616.012
202511,MGO,MET,MD3,616.012
202511,MGO,MET,MD4,567.85
202511,MGO,MET,MD5,567.85
202511,MGO,MET,MS2,567.85
202511,MGO,NET,FE2,618.244
202511,MGO,NET,FE3,618.244
202511,MGO,NET,FE4,628.204
202511,MGO,NET,FP1,618.244
202511,MGO,NET,FP2,1064.096
202511,MGO,TAT,AL2,634.905
202511,MGO,TAT,AL3,634.905
202511,MGO,TAT,AL4,674.1
202511,MGO,TAT,AL5,636.993
202511,MGO,TAT,AL6,783.211
202511,MGO,TAT,AT1,690
202511,MGO,TAT,AT2,690
202511,MGO,TAT,AT3,690
202511,MGO,TAT,AT4,690
202511,MGO,TPT,EC1,649.214
202511,MGO,TPT,EC2,649.214
202511,MGO,TPT,EC3,617.455
202511,MGO,TPT,EC4,779.67
202511,MGO,TPT,EC5,633.851
202511,MGO,TPT,EC6,649.214
202511,MGO,TPT,FP1,637.975
202511,MGO,TPT,FP2,1064.096
202511,MGO,TPT,GS2,645.138
202511,MGO,TPT,MS2,567.85
202511,MGO,TPT,PN1,673
202511,MGO,TPT,PN2,645.138
202511,MGO,TPT,PN3,684.088
202511,MGO,TPT,PN4,684.088
202511,MGO,TPT,PS3,645.138
202511,MGO,TPT,PS4,714.5
202511,MGO,TPT,PS5,679.535
202511,MGO,TPT,PS6,673
202511,MGO,TPT,PS7,616.012
202511,MGO,WAT,AG1,310.591
202511,MGO,WAT,AG2,645.138
202511,MGO,WAT,AG3,645.138
202511,MGO,WAT,GS2,645.138
202512,LSFO,MET,MD1,551.119
202512,LSFO,MET,MD2,498.908
202512,LSFO,MET,MD3,517.013
202512,LSFO,MET,MD4,567.85
202512,LSFO,MET,MD5,567.85
202512,LSFO,MET,MS2,531.982
202512,LSFO,NET,FE2,467.846
202512,LSFO,NET,FE3,509.235
202512,LSFO,NET,FE4,501.638
202512,LSFO,NET,FP1,504.962
202512,LSFO,NET,FP2,508.286
202512,LSFO,TAT,AL2,492.857
202512,LSFO,TAT,AL3,492.857
202512,LSFO,TAT,AL4,536.9
202512,LSFO,TAT,AL5,487.217
202512,LSFO,TAT,AL6,577.002
202512,LSFO,TAT,AT1,542
202512,LSFO,TAT,AT2,542
202512,LSFO,TAT,AT3,542
202512,LSFO,TAT,AT4,542
202512,LSFO,TPT,EC1,545.036
202512,LSFO,TPT,EC2,542.478
202512,LSFO,TPT,EC3,531.078
202512,LSFO,TPT,EC4,537.524
202512,LSFO,TPT,EC5,501.334
202512,LSFO,TPT,EC6,515.19
202512,LSFO,TPT,FP1,504.962
202512,LSFO,TPT,FP2,508.286
202512,LSFO,TPT,GS2,540.855
202512,LSFO,TPT,MS2,531.982
202512,LSFO,TPT,PN1,559.179
202512,LSFO,TPT,PN2,543.266
202512,LSFO,TPT,PN3,565.136
202512,LSFO,TPT,PN4,574.429
202512,LSFO,TPT,PS3,539.049
202512,LSFO,TPT,PS4,547.882
202512,LSFO,TPT,PS5,543.215
202512,LSFO,TPT,PS6,556.773
202512,LSFO,TPT,PS7,512.99
202512,LSFO,WAT,AG1,532.501
202512,LSFO,WAT,AG2,508.65
202512,LSFO,WAT,AG3,508.65
202512,LSFO,WAT,GS2,540.855
202512,MGO,MET,MD1,654.095
202512,MGO,MET,MD2,616.012
202512,MGO,MET,MD3,616.012
202512,MGO,MET,MD4,567.85
202512,MGO,MET,MD5,567.85
202512,MGO,MET,MS2,654.095
202512,MGO,NET,FE2,618.244
202512,MGO,NET,FE3,660.928
202512,MGO,NET,FE4,669.257
202512,MGO,NET,FP1,660.928
202512,MGO,NET,FP2,658.976
202512,MGO,TAT,AL2,634.905
202512,MGO,TAT,AL3,634.905
202512,MGO,TAT,AL4,674.1
202512,MGO,TAT,AL5,636.993
202512,MGO,TAT,AL6,783.211
202512,MGO,TAT,AT1,690
202512,MGO,TAT,AT2,690
202512,MGO,TAT,AT3,690
202512,MGO,TAT,AT4,690
202512,MGO,TPT,EC1,681.857
202512,MGO,TPT,EC2,681.857
202512,MGO,TPT,EC3,654.095
202512,MGO,TPT,EC4,654.94
202512,MGO,TPT,EC5,633.851
202512,MGO,TPT,EC6,649.214
202512,MGO,TPT,FP1,660.928
202512,MGO,TPT,FP2,658.976
202512,MGO,TPT,GS2,645.138
202512,MGO,TPT,MS2,654.095
202512,MGO,TPT,PN1,669.381
202512,MGO,TPT,PN2,645.138
202512,MGO,TPT,PN3,681.857
202512,MGO,TPT,PN4,684.088
202512,MGO,TPT,PS3,654.095
202512,MGO,TPT,PS4,741.6
202512,MGO,TPT,PS5,669.381
202512,MGO,TPT,PS6,681.857
202512,MGO,TPT,PS7,616.012
202512,MGO,WAT,AG1,681.857
202512,MGO,WAT,AG2,645.138
202512,MGO,WAT,AG3,645.138
202512,MGO,WAT,GS2,645.138
